tweet,label
 Ariko akokanu ngo inyebebe unyujijemo sisawa wangu,negative
  Wisanga buriwese agutuka then nawe ukumva ko warengereye,negative
Uyu mwana numuhanaga ariko yumva nabi mbanze behavior zero all terms httpstcocO0m8J6bBB,negative
Birashoboka se ko nayibona nubwo yanshuka  ko aho ngeze nkeneye ninkingi ya shugamami Ibyo nigira byose nkeneye shugamami httpstcokqBz0a2OS0,negative
 Nabuzwa niki Nukuntu mwakoze inama mutagitanga lift se urumva kurakara bidafite ishingiro,negative
Ariko abantu basigaye barabaye Ibibwa kweliii Inyogo ye abantu ko babitangariye si ikinyarwanda Puuuuuuuuu MwaBibwaMwe,negative
Nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa Harya how to spell relesionsheep  ,negative
 Ihangane umunsi umwe tuzapfa twibagirwe agahinda iyi si idutera ,negative
  Ntago ari bubisome wikwirushya bro ,negative
 Uzashake uwo utera inda none se ko wanze ko bayigutera urumva umwana azavahe,negative
 Iyahure sha ntihagire ukubeshya ngo ubireke,negative
 Nta wanyoye inka ugira umunabi cg ngo abe ikigwari cg se ngo abe igifura,negative
Nyuma ya  dore undi musore ushaka kumenya agasimba basa Cyane cyane mumaso  httpstco5IYjKWSBd1,negative
Ese ni Gute Inyama Zihabwa uburenganzira Bwo gukomeza Gucuruzwa Kandi amatungo Akirwara Byo Gushyingurwa Ruhangodistrict httpstcokMZ9tzDXwz,negative
Uyu musaza nahuye nawe agenda mbona uko agenda biteye agahinda ubushake numuhate afite agenda gushaka icyamubeshaho rwose arababaje  httpstcouoyWd9dDFL,negative
Ubundi usibye ubujajwa muri douche uburi kuririmbira nde,negative
  Iyaba bumvagango amafuti yabo ninabwo bugabo hhhhhh,negative
 Jya wisubiraho kandi wonse umwana ureke ubuntu bumeze nkubujajwa bwo kuvugw ko wanze konsa umwana,negative
Muri space umuntu abaye muted None haruvuzengo mu myuture ,negative
Let be your hero Wamukobwa nateretaga mubwirako tuzakora marriage nsoje kwiga ubu yakwigira ahandi ndabona ntazasoza,negative
 Ikibazo ni aging Ubwo hibajijwe uko umwana yafashe umuntu mukuru 17vs 18,negative
         Kandi Ntazinda Ni naryo ryakunshoborera dore nabonye usigaye ungana nIcyogere mu Nkuba Ntumubwire,negative
Gerald Pique yagize ikibazo cyimvune igihe azamara hanze yikibuga ntabwo kirakenyekana  953 FM httpstcodZNm9otJZm,negative
               Inzangano hagati yimiryango ikaba iravutse maze abana bakahatikira weeee,negative
Yashakaga ayo kujyana ikuzimu nako kugismentidore haburaga na masaha make ngo dushoke httpstco2Zz8EjXYeJ,negative
 ndabyemeye uri imbuah kundusha,negative
           Amabyise ya shitani abasate konjye ntakoresha toilet hamwe nasatani ,negative
Ugasanga umuntu afite ibibazo Isi yamureye na we yarangiza ntiyibabarire akiyongereraho ibindi ,negative
  Nta nubwo numva ko Minister yakosora ikibonezamvugo kuri Tweeter Keretse niba hari ubuntu butumwa yazimije,negative
  Ndumiwe koko Byaba ari bimwe bita gukosoza icyaha ikindi Ariko ikigaragara nuko ibi birenze kuba ubuhotozi,negative
  Cg igikwe cyarapfuye Agnes yamuteye uwinyuma none atangiye kuvugishwa Namenya ko ntabidashira kuko umurindi bari bazanye bahorana sinz,negative
 None se abaginga baba bazi ko kubafollowinga batagira na joies bimariye ikibbo batamfollowinga,negative
  Cyane rwose kuri bo twahora dushwana cyane ko guhunga kwacu no gupfa kwacu byo bitabarwa nabo,negative
 nari nicaye ahantu numva umwana abajije nyina ngo mbese kunyara bisobanuye ik kugeza nanubu ntabwo aramusubiza ndakomeza mbahe amakuru ,negative
 Urayireka ikisararanga ubundi ikikubura da Bitabaye ibyo wamara amabuye,negative
     Iyo nzi bita gutyo jrashonje ntiyamara abandi inzara ngo yiyibagirwe Umunsi uratinze ngo tuyikure mu bibuga burundu,negative
  woga burimunsi se uri unugore mn,negative
Ntabwo nakunze decoration yaho abayobozi bahagarara bavuga ijambo muri Women Forum     byasaga nabi rwose  cg namaso yanjye atabona neza httpstcow6C71U6Q7h,negative
 Uyu ni umugome ruharwa sicyo cyabiteye kuko burya nUmusazi atinya nyina,negative
 Nawe harimo ubwenge wabyumva ko amabuye arimo kko,negative
  Sinkugwa no mu ntege nkugwa mu dutsinsino maze,negative
    Nuko hasuzuguwe umugore ntanubwo Ari ugusuzugura ni ugupfobya,negative
 ukwo ni ukwigwizaho no kwikunda ,negative
gtGusamba gtGasambagurika Ubu noneho nakumva impamvu babyita gusambana MurabeHoe ,negative
Aba bana bombi barangana bose bafite amazi icyenda gusa uko mbibona uyumwana Winka ntiyoroshye  httpstco6m8c1sMmlk,negative
 Ko mutanyotsa umunwa ccg igihe cyanjye ntabwo kirageraingo ,negative
  Nta ntego numva umuntu yaba afite ku buryo yatangira akazi kuri 21 ans,negative
Niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije,negative
Niba bafite ubwoba nibivugire ubwo nibo bazi nikibubatera ariko ubwo bwoba bibudutwerera twese httpstco9dpHNCKkVx,negative
 Ariko se bigenda bite ngo umuntu yitumire ku meza yanjye nta gahunda dufitanye yumve ko nza kumwishyurira,negative
 Uwuzuye ubuyoka no mumaso biragaragara,negative
   Wahora niki ko ntanamenye aho wabereye umunsi wumuganura niwo munsi nahuriyemo ninzara iteye ubwoba,negative
Ibintu byambere bitesha umutwe ni Uruhinjaurukundo na retake Sasetu,negative
  Buriya nonese na service zibyiciro ziba ku Irembo Harimo poor service mu byiciro,negative
Kwa kundi abakobwa bateye nabi bitera ibirungo byinshi gtgtgtgtgtgtgtgtgtgtgtgt httpstcorBVcVppfj7,negative
 Abasore mufite gahunda iyi sure ya danger uyu mwana yavamo umugore mwiza cyane aranaryoshye,negative
 Amamaza ubushomeri ufite bugere kuri bose wipfa wenyin,negative
Uyu munsi nabeshye Landlord ikinyoma gikomeye ariko umenya birankoraho foolsday,negative
Ntibisanzwe Abagabo bafashwe nirari bafatira ku ngufu abagore mu rusengero pasteri areba Nawe ushake amafoto httpstcoMcjCrME6Y8,negative
Ariko uziko hari abantu bakora ubukwebashinga urugo bagamije gusenya Nkuyu mugore koko yamukorerwa iki httpstcobEbmw3y4sN,negative
 Hari umuntu wambwiye ngo aba yumva utubari twafungurwa abantu bakaba bitoza gusinda banubahiriza amabwiriza yo kwirinda COVID19  UbyumvaUte ,negative
 Subira IG kwa  wa kibwa we,negative
 Ariko uri imbua shahu ,negative
Mwiriwe neza mbese kuvugishukuri byagutwariki utagiye kumbuga nkoranya mbaga ngubeshye isi yose ,negative
Kugicamunsi cyuyumunsi nyuma ya exam national  nakandi gashinzi ntabashije kumenya neza  httpstco99fMfLdZ9b,negative
Ni ukubera iki ibikorerwa muri Afrika byamamazwa mu bucuruzi hakoreshejwe ifoto yumuzungu ktparade hamwe na  httpstcoh7c0k5NjNF,negative
  Akarengane mu nkiko ku gipimo cya 73 birakabije kwizera ubutabera biri hasi cyane pe  ikwiye icyuhagiro,negative
  Mwana waretse kubaga nta kinya mwana     umusaza arimo gukoresha ukuri kwinshi,negative
Izi nkweto zirashaka 10k zombi inbox dore nabuze aho nzishyira kdi inzara niyose httpstcoAVMS1DrjaF,negative
 Keretse niba ibi narabihimbye httpstcoR7Ib6OOiqe,negative
   Cyaze uramuhaye tsu nawe nuko yumva yayibye bruh,negative
  Apu Aho natume Kuko byanze,negative
Nibazaga icyari cyabaye nareba kuri bundles ngasanga ziriho nkabona nizindimbuga zikora mwice amande httpstcoaxQvn9sLQm,negative
 Uriya ni Umuhirimbiri nka bandi bose,negative
 Mwahararaga essence itaratumbagira none bugiye kujya bubakeraho Inama nabaha ni ugutyaza amaguru cyangwa mukayoboka amagare,negative
     Hanyuma bakirirwa batwigisha democracy kandi deep down babizi ko na bo bayumva nkigihuha,negative
 Byaruta ntagire nakimwe kuko byose kuri ubu ntacyo bimaze,negative
  Ndabeshye x ngo nibura unyomoze,negative
    urikigoryi niba ufana indaya zishaje,negative
Wikirata kumwana wababaye ngo nukwi iwanyu bakize Amafranga ya so sayawe httpstcoxXpMAyl079,negative
   Keretse Ari umuhungu udafite ubwenge,negative
 Wasanga ari nimbaraga za salongo Niyumve nyine ahubwo arihe ibyangiritse byuwo wakodeshaga Kuko natabiriha nawe arashya,negative
 Yaba agira amashwezi uwo,negative
      Uze ariko Uzi ko ari umuyede ukugurira,negative
Ngo Cyahinda  shaka ahandi uvugaIndashyikirwa Imodoka itarimo  se twayicaramo httpstcoJlYzSvT1cA,negative
Nonese Twitter niyo ihemba anomangafari ngo  adusogongeze  nubwo nta nzoga ya nzonnyo ariko wapfa kunywa da  httpstcoTRzWX1mAHk,negative
Nimwigerereyo mwirebere ibibwa ukuntu binkoreye umunsi  na  Murakoze cyane IMANA ibongerere ububwa httpstcoNuYT0TvGcG,negative
Kobwa akwaka amafaranga ngo uti ariko wirirwa unyaka amafaranga ndi so Mwahura ukamusoma ukamwonka amabere ukangirango we ninyoko,negative
Uwanga Rwanda arakwisanga Kwisi ari wenyine httpstcoIt7xJutlMT,negative
 narintunze rero yego si inka nkawe but ,negative
 Ahubwo iyi kipe ko ishaka gukwepa Final bite byayo Turabategereje pe,negative
Ndasaba reta ko yajya itegeka banyiri amazu gushyira sound proof nkubu kuryama byananiye kubera ibyo urusaku rwumugore tubana mugibangu,negative
 Niho yamuhungiye ngo Barbara amumereye nabi,negative
 Warangiza ngo urumunyamakuru abanyamakuru nibyo mushishikariza aturarwanda akugirango guhashye covid wowe ushyigikiye ko yiyongera mna witekubyukora,negative
Kdi ubwo urarira inyama umuturanyi wawe aburare maze nibucya ubwire Imana uti ifunguro ridutunga Uriduhe none Narumiwe kweli,negative
httpstcoPZxb4xwxkX Mbega inkuru ibabaje Umva urugendo rwanyuma rwa Akeza RUTIYOMBA Elisie umwana w imyaka 5,negative
 Kubona amafaranga yo kugura ibyo kurya nimyenda Udafite ubwenge ntiwabona amafaranga,negative
 Uzantumire muri space nguhe Ido nido kandi nawe urabizi nuko ubaza nkumunyamakuru nyine,negative
Iyumunsi ntajyiye gusenga mbona i nigga irahagurutse ijya gukongeza itabi kuri buje imbere ya padri setu,negative
 Kiriya nicyo ki kwereka ingano y ubukene buri muri africa cyane bihereye mu kuisuzugura,negative
  Yasobanuraga ko ikibabaza ari ugukora ibyo byose ukabikorera indashima cg umuntu wibagirwa vuba akibagirwa Aho yavuyeakima uwamuhaye ,negative
Ahitwa Nyabyondo shyorongi umugore bamutwikishije lisansi arakongoka nyamara ngo yari yarishinganishije ku buyobozi Ubu bugome bwaba buterwa niki,negative
 Cyane Ntiwaba wambaye ubusa ngo urambika umuturanyi,negative
 Yes Mbabarira Sha ubu se iyi nda nayishyira hanze ,negative
  Niko kabi uravuzengo urankotinze kuri RIB narumiwe koko komeza ubivuge dore aho nigaramiye nubundi ko nytagikwe ibyo ntibindeba,negative
 Nonese ko yashakaga gufpa umutwe yashakaga gupfa amaguru,negative
 Wowe se ubyaye kangahe ko utambwiye Nta makuru nguhaye ntukanseke,negative
   Ubukungu bwazahaye kuri wowe utari ufite Erega banza urebe Imiturirwa yirirwa izamuka buri munsi ese izamurwa namagambo gusa,negative
Ubu se uwaraye muri stade ko itegeko ryasohotse yamaze kuhagera ubwo ntaribuhite afata icyumba,negative
        Ubanza umwanzuro wo kutubetingira yawufashe nubundi yasinze Cg ntiyari azi aho nguvu itandukaniye namazi,negative
      Ibyo uvuze birimo ubumenyi  simvuze ubwenge unyumve neza ubumenyi buke,negative
   Utarumva umwana asuhuza se amuhereza ingumi ati gongaho gee,negative
 Winyibutsa ukuntu nigeze kurya ingurube nyita inkoko kuberako nasanze byari muri package imwe naho inkoko zashize nkejo,negative
  Ikibazo ni uko berekana abakoze ibyaha byoroshye ku ma camera ariko this people baba barengereye nitumenye uko byagenze,negative
 Mwana urashe hasi izashira kera  Ko ntagiteka c izamarwa Niki,negative
Ejo nuriye igiti cyegeramye na gereza cyivunika ishami ngwa muri gereza none infumgwa zirikunyita mugenzi wabo,negative
     Mutekujya mutera abantu ubwoba azabiki cniyo yagenda uzunguka iki Kugura abaturage bokubeshya niwo muronko mwiza,negative
Iyi mbeho irihano hanze nyonzemo nanapfa reka nigendere nubundi aho kwicwa numusonga wakwicwa numwanda,negative
 Uravuze ngo abategetsi bose ni abanyagitugu,negative
 Ibyo uvuze nukuri100 Kubera ubukonje bihaba byeri iva mwi caise yabaye barafu wagira imaze icyumweru muri fridge,negative
  Ishyirahamwe ntiryitandukanya numunyamuryango ahubwo riramuhana cg rikamwirukana   ubanza nta mategeko igira ayigenga Icyo si igihano wakwandika muri press release,negative
 Humura Its a matter of time Hari nigihe zitazanamoka abazigaburira batakibishoboye cg bamaze kubona ko zitakiri impigi,negative
 Hhhhh woe ushaka bolo za free GS,negative
  Urugero dawidi yatanze nirwo uretseko abaheza nguni bigize inararibonye aribisambo batareka umutoza NGO yigurire abebamanza bakuramo ayabo da,negative
 Si ibyo se rata Umwana ugikeneye kurerwa kumuhindura umubyeyi nta bumuntu burimo noneho uwamuhaye umwanya ngo amutekerereze tukabimuziza,negative
Rusesabagina ati amategeko yu Rwanda sinyazi sinzi nibyo ateganya Ishyano riragwira Uyu muntu ni we washakaga gufata ubutegetsi Rwanda waragowe ariko warabohowe  RusesabaginaTrial,negative
 Iriya co yashinzwe nka today igahita ihabwa deal ako kanya niyo yanyemejeaba tipe ntanisoni bagira kbsa,negative
  Ko mbona nta mikosorere yawe se,negative
  Ubuze icyo atuka inka aragira ati dore igicebe cyayo None icyo yavuze utumvise niki ngo usobanurirwe,negative
Uyu muhungu azagutera inda uyumvire mu bwonko shn httpstcoyZPvUe3t4H,negative
  Reka nirire irindazi ubundi nsenge ndyame Umuntu ni mubi ibindi byo naba mbeshye,negative
 ndamugaye Rwose Ubwo bisobanuye ko Umunsi wakoze ikosa abantu tuzagukuraho amaboko Xbyo httpstcoUNKYx6H7hA,negative
Agahinda n iki N ukubaka inzi imbeba ikazanamo umugore ikabyara woe ureba ,negative
 Azabona ko ubuzima ari nkumukungugu utumukamu muyaga wa Serwakira maze aho wari urintihagire nunamenya ko uwo mukungugu wari uhari,negative
Amashyaka ya politike se simbona bafite uruhuri  Nibarebe ikindi bahimba amashyaka yo bimaze kugaragara ko ntacyo azabagezaho httpstcolABgMU27Ou,negative
Wagirango Imbeho ninzara ni impanga Ntibijya bisigana,negative
   Yageze kuri noreturning point banzabaramugiriyeyo,negative
Menya itumba ryageze simbimenye ngo nkwikire isuka nshoke ibishanga ndaqkabaye,negative
  Cyane nkifata ku myanya ndangakumiro,negative
    Ubundise sukubatora bakizamurira iterambere ryimifuka yabo gusa nokudukiza amazi yibiza ntibyabananiye,negative
Ari ukugirango umwana wibyariye abe umutinganyi naho kugirango abe umukinnyi wafilime zurukozasoni wahitamo iki uri umubyeyi,negative
Gukura tweet mu cyongereza ukayishyira mu kinyarwanda nabyo nugushishura mbecile,negative
     Ariko ngo hari nabananiwe ingo basigaye bigisha abandi kwigumura mu rushako Ntibizoroha,negative
 Already wakoze ihohoterwa rishingiye ku mitekereze yaba ihwitse cg idahwitse Ntabwo akunda abamugira inama httpstcoHcriDHJjQ4,negative
 Hahahaha no kuba trolling byo ntabirimo ndq,negative
Nsigaye ndwara amaso nabi cyane ubu noneho ndareba mu ikofi nkabonamo ubusa Mwandangiye umuti koko,negative
  Mbwirire Byukavuba aze andebere photoshop Ave kubyo kwiyemera hano Muheto nijosi wagira ngo nirya girafe,negative
Umva nawe nuguhita mukatira akazi kakoroha  httpstco8e1koQ28ZG,negative
Nshuti yanjye umva Jyufata umwanya wiherere maze umoke nushaka no guheba ntihakagire ikigutangira httpstcoEGIqssETIA httpstcoWVPWS9AvZC,negative
 Nobese ntuye mu gihuru wanjye,negative
RIP Clestin NtawuyirushamabokoBTN  Isi we ndababaye nshuti yange igendere kbs umunsi ni wawundi httpstcoUmSUn3Zjqx,negative
   Ni agahomamunwa c Cg njye mbaza ibindeba,negative
             Ni injiji mbi idakenewe muri Sosiyete nyarwanda Kuki atagaragaje abo bafungiwe ibikorwa Naduhe urugero areke conspiracy theory Sinika manyo,negative
  Ikibazo hano nuko uwitesha AGACIRO ari we nyirubwitekuko sintekereza ko harimwambura kungufu cg ngo abe yibagiwe kwambara,negative
 Ase Miss ko mbona igiyemo akajagali,negative
Umuraguzi wumutwe yaramumpebeje iyeeee Ariko ubanza bidasaba kuraguza ahubwo ibyaha akora numwana arabibona   mwite ku gusaba kwabanyarwanda httpstcoW0vyLZR9KF,negative
 Niyo yaba afite ipinda ringana gute ntacyo twavugana mu maso havuvuka ,negative
           Hhhhhh induru bayiha umunwa ngo babashimuse,negative
Ku gisenyi Amafi yatangiye Gupfa Ikirunga cyabaye Ikirunga wallah  GomaVolcan Nyiragongo httpstconKDYfcZpRV,negative
Bakomeze bazerere nka Gahini SETU httpstcoRxoZpmFDs6,negative
 Nkawe iyo ufata ikipe yigihugu ukayita choir wumva umezute cya kwakira aba clients benshi byakuyayuye ubwonko ,negative
Ko mwambara amasogisi imbere y inkweto Ari amasogisi n inkweto hahenda iki,negative
