ID	tweet	label
kr_train_00049	Iki nicyo gituma mwitwa Gahuza Miryango  Cg nibwo budasa bwa BBC  Mukomeje gusenya benshi aho kubahuza intego yarahindutse murananiwe	negative
kr_train_00050	Komperuka ariho wavukiye se ababyeyi bawe banze kwishyura imisoro ngo babazanire ibikorwa remezo	negative
kr_train_00051	Wa nkozi y ibibi we Umwanzi w Imana	negative
kr_train_00052	Ariko Narumiwe koko ubonye Avi yange uhita umpa  umaze kumenya ko ari ngewe uhita umanura Ndumiwe koko	negative
kr_train_00053	Bisanzwe bizwi nubundi Ko FERWAFA ikora nabi wagira ngoyo na REB biba biri kurushanwa	negative
kr_train_00054	Sinatereta umukobwa utazi gutandukanya gutandukanya ibihekane nt na nd	negative
kr_train_00055	Kwirarira ni bibi man	negative
kr_train_00056	Mivow by 28views ariko still gahunda ni NTAKUDOHOKA Views ni ubusa shaaaa	negative
kr_train_00057	Harimo ubugome bukabije Ni uko utabonye igiti ajya azirikiraho abantu nakibonye muri tweet ya  ndumirwa	negative
kr_train_00058	NegG arahacanye Haraka Pfla yarankanze Mpita MutinyaNkubise Misire hasi kandi ntacyo bari buntware REBA HANO IKIGANIRO CYOSE	negative
kr_train_00059	Abanyarwanda bataye umuco wo kutareba ibitabareba none basigaye batekereza nibitabareba Ahaaaaa	negative
kr_train_00060	Yarangiza ngo ni Mutimucyeye apuuuu	negative
kr_train_00061	Simbonax arihamwe mugikari cyabo  ahubwo ayo maso yae agenda areba hejuru	negative
kr_train_00062	ariko ngo ntakintu kiryoha nka morning sex aba bikoze badusangize kur experience	negative
kr_train_00063	Ni nko guterwa nimbeba ugacirira urukwavu ngo ruzikwirukanire mu nzu	negative
kr_train_00064	Nonex nawe uradutengushye	negative
kr_train_00065	Cyaze kabisa abasenzi barakubeshya ugashiduka shwiii bagukozemo akazi ako ubu narabamenye	negative
kr_train_00066	Les jurons que jai encaiss last night  Iyo ibitutsi biba byica mba napfuye nkazuka nkongera ngapfa	negative
kr_train_00067	Arkox inkoko izsrwana ninkoko nimurangiza muvugengo iyo nkoko irarenze mwage mureka kureba hafi koko mukareba kure	negative
kr_train_00068	Umuvandimwe aho bukera araza kurwara akadege	negative
kr_train_00069	Nawe ba umwiyahuzi ntacyo	negative
kr_train_00070	Muge mureka kuvuga ubusa nyirubwite yivugiye uburyo abana be bize woe ubivuguruza uri nkande Ibinyoma nibyo muzi gusa	negative
kr_train_00071	Nonese nimba amazi amaze ibyumweru 2 ataza ubu koko ayo koga yavahe	negative
kr_train_00072	Ark abakobwa bakunda cash narindikumwe na chr ikijyama kimukubita aka message ka MOMO none ahise ambazango nitwande sha	negative
kr_train_00073	Uwo musaza ra ko numva uwamwegereza abafeminists bamukurugutura	negative
kr_train_00074	Kubera kureba cyne ibibazo byisi ijisho ryaracuramye ndaq	negative
kr_train_00075	Mwaramutse neza Mudufashe ko turimo gukatwa amafaranga igihe nkuye amafaranga kuri Momo nyashyira kuri konte bimeze bite ko bidasobanutse	negative
kr_train_00076	Harigihe wibwira ko uri gutwika nyamara uri gushiririza	negative
kr_train_00077	My a good fool advice buy harlotindaya nisawa izaguha byose umugera na sida	negative
kr_train_00078	Gusondeka mumyubakire ya wassac mugihe cyumunsi umwe kko	negative
kr_train_00079	Biracyenewe Cyane Ko Hagira Igikorwa kugihombo Dukomeza guterwa nimikorere idahwitse ya  birakabije kubera iki Ntacyo mubikoraho	negative
kr_train_00080	Mbyutse numva umunwa uri kurya mwa bantu mwe ndumva nawukwedurira kubantu	negative
kr_train_00081	man uzi ko naringiye kumwitexa mwohereza imitomo ama sms kumbi nuko narinshonje gusa	negative
kr_train_00082	Ahaa hari abantu iyo batabanje kwifata ku gahanga batandika Ngo baba bashaka guha umuntu ibye Tugire tuti SIGAHO	negative
kr_train_00083	arazireba gusa ni umukunzi wa messi i mean nikimwe nkabandi bazi ko the world revolves around messi	negative
kr_train_00084	Youtubers content noneho  namenya ibyo ababahungu bamukoreye arava mu iyangaza makuru	negative
kr_train_00085	Cyakoza harinabantu badakunda bagenzi bababo Reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba RUKARA yari intwari peee	negative
kr_train_00086	Njyewe yamfashije kwica gahunda yo kwiga	negative
kr_train_00087	wa mugabo yatugarutsemo ndaq	negative
kr_train_00088	Sukwirata pe gusa iyo bampamagaje Android nkavugira kuri phone umwanya munini bintera allergie zo kunuka mukwaha	negative
kr_train_00089	Ninshingano zUmugabo kugaburira no gutanga umugorewe kubera ko ubwo umugore aheruka kugaburira umugabo twahise twirukanwa muri edeni	negative
kr_train_00090	Ni ukuri Ikirunga cya Nyiragongo kiri kuruka	negative
kr_train_00091	Nahita niha akazi mu kigo runaka ariko gikaze kajyanye na carrier ngahita negura Ibaze urwego rwubushomeri ndiho	negative
kr_train_00092	Yigize igisambo ku ngufu kand izo yibye zigira likes 3 gusa	negative
kr_train_00093	Ari ukuhira igiti m mvura n kwinyarira m mvura ubusazi cyane n ubuhe Ur opinions plz	negative
kr_train_00094	Ese kubera iki wumva wakwishimira kurya ibitaribyawe nkaho nyirabyo atakiriho nabe bose bashizeho pole MURINDAHABI IRENE	negative
kr_train_00095	Hari igihe uzarara hanze uziko ari za blagues	negative
kr_train_00096	Ni ikibazo  mu kiganiro twaherutse kugirana batubwiye ko ibi byose bigenzurwa Abatabyubahiriza bigenda bite Aba bantu bitabweho pe	negative
kr_train_00097	Umwana wumushi niviriye mugihano twitter yari yampaye kubera ubuhone none nje mbona umusore wigikuri all over  nibikibijya mbere	negative
kr_train_00098	Mfite ubwoba ko murugo nihafatwa ninkongi yumuriro Nka vugango murugo harahiye  Abantu bazansubiza ngo Hadashya se	negative
kr_train_00099	Ni igitekerezo namuhaga man  cga atangire anywa amazi ya battery	negative
kr_train_00100	Nuwuhe mu mukobwa wahano mubona ushaje tumurangire umugabo Kandi wumukire utazi gutereta wumve ngo mfite sure deal  irenze	negative
kr_train_00101	Ariko akokanu ngo inyebebe unyujijemo sisawa wangu	negative
kr_train_00102	Wisanga buriwese agutuka then nawe ukumva ko warengereye	negative
kr_train_00103	Uyu mwana numuhanaga ariko yumva nabi mbanze behavior zero all terms	negative
kr_train_00104	Birashoboka se ko nayibona nubwo yanshuka  ko aho ngeze nkeneye ninkingi ya shugamami Ibyo nigira byose nkeneye shugamami	negative
kr_train_00105	Nabuzwa niki Nukuntu mwakoze inama mutagitanga lift se urumva kurakara bidafite ishingiro	negative
kr_train_00106	Ariko abantu basigaye barabaye Ibibwa kweliii Inyogo ye abantu ko babitangariye si ikinyarwanda Puuuuuuuuu MwaBibwaMwe	negative
kr_train_00107	Nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa Harya how to spell relesionsheep	negative
kr_train_00108	Ihangane umunsi umwe tuzapfa twibagirwe agahinda iyi si idutera	negative
kr_train_00109	Ntago ari bubisome wikwirushya bro	negative
kr_train_00110	Uzashake uwo utera inda none se ko wanze ko bayigutera urumva umwana azavahe	negative
kr_train_00111	Iyahure sha ntihagire ukubeshya ngo ubireke	negative
kr_train_00112	Nta wanyoye inka ugira umunabi cg ngo abe ikigwari cg se ngo abe igifura	negative
kr_train_00113	Nyuma ya  dore undi musore ushaka kumenya agasimba basa Cyane cyane mumaso	negative
kr_train_00114	Ese ni Gute Inyama Zihabwa uburenganzira Bwo gukomeza Gucuruzwa Kandi amatungo Akirwara Byo Gushyingurwa Ruhangodistrict	negative
kr_train_00115	Uyu musaza nahuye nawe agenda mbona uko agenda biteye agahinda ubushake numuhate afite agenda gushaka icyamubeshaho rwose arababaje	negative
kr_train_00116	Ubundi usibye ubujajwa muri douche uburi kuririmbira nde	negative
kr_train_00117	Iyaba bumvagango amafuti yabo ninabwo bugabo hhhhhh	negative
kr_train_00118	Jya wisubiraho kandi wonse umwana ureke ubuntu bumeze nkubujajwa bwo kuvugw ko wanze konsa umwana	negative
kr_train_00119	Muri space umuntu abaye muted None haruvuzengo mu myuture	negative
kr_train_00120	Let be your hero Wamukobwa nateretaga mubwirako tuzakora marriage nsoje kwiga ubu yakwigira ahandi ndabona ntazasoza	negative
kr_train_00121	Ikibazo ni aging Ubwo hibajijwe uko umwana yafashe umuntu mukuru 17vs 18	negative
kr_train_00122	Kandi Ntazinda Ni naryo ryakunshoborera dore nabonye usigaye ungana nIcyogere mu Nkuba Ntumubwire	negative
kr_train_00123	Gerald Pique yagize ikibazo cyimvune igihe azamara hanze yikibuga ntabwo kirakenyekana  953 FM	negative
kr_train_00124	Inzangano hagati yimiryango ikaba iravutse maze abana bakahatikira weeee	negative
kr_train_00125	Yashakaga ayo kujyana ikuzimu nako kugismentidore haburaga na masaha make ngo dushoke	negative
kr_train_00126	ndabyemeye uri imbuah kundusha	negative
kr_train_00127	Amabyise ya shitani abasate konjye ntakoresha toilet hamwe nasatani	negative
kr_train_00128	Ugasanga umuntu afite ibibazo Isi yamureye na we yarangiza ntiyibabarire akiyongereraho ibindi	negative
kr_train_00129	Nta nubwo numva ko Minister yakosora ikibonezamvugo kuri Tweeter Keretse niba hari ubuntu butumwa yazimije	negative
kr_train_00130	Ndumiwe koko Byaba ari bimwe bita gukosoza icyaha ikindi Ariko ikigaragara nuko ibi birenze kuba ubuhotozi	negative
kr_train_00131	Cg igikwe cyarapfuye Agnes yamuteye uwinyuma none atangiye kuvugishwa Namenya ko ntabidashira kuko umurindi bari bazanye bahorana sinz	negative
kr_train_00132	None se abaginga baba bazi ko kubafollowinga batagira na joies bimariye ikibbo batamfollowinga	negative
kr_train_00133	Cyane rwose kuri bo twahora dushwana cyane ko guhunga kwacu no gupfa kwacu byo bitabarwa nabo	negative
kr_train_00134	nari nicaye ahantu numva umwana abajije nyina ngo mbese kunyara bisobanuye ik kugeza nanubu ntabwo aramusubiza ndakomeza mbahe amakuru	negative
kr_train_00135	Urayireka ikisararanga ubundi ikikubura da Bitabaye ibyo wamara amabuye	negative
kr_train_00136	Iyo nzi bita gutyo jrashonje ntiyamara abandi inzara ngo yiyibagirwe Umunsi uratinze ngo tuyikure mu bibuga burundu	negative
kr_train_00137	woga burimunsi se uri unugore mn	negative
kr_train_00138	Ntabwo nakunze decoration yaho abayobozi bahagarara bavuga ijambo muri Women Forum     byasaga nabi rwose  cg namaso yanjye atabona neza	negative
kr_train_00139	Uyu ni umugome ruharwa sicyo cyabiteye kuko burya nUmusazi atinya nyina	negative
kr_train_00140	Nawe harimo ubwenge wabyumva ko amabuye arimo kko	negative
kr_train_00141	Sinkugwa no mu ntege nkugwa mu dutsinsino maze	negative
kr_train_00142	Nuko hasuzuguwe umugore ntanubwo Ari ugusuzugura ni ugupfobya	negative
kr_train_00143	ukwo ni ukwigwizaho no kwikunda	negative
kr_train_00144	gtGusamba gtGasambagurika Ubu noneho nakumva impamvu babyita gusambana MurabeHoe	negative
kr_train_00145	Aba bana bombi barangana bose bafite amazi icyenda gusa uko mbibona uyumwana Winka ntiyoroshye	negative
kr_train_00146	Ko mutanyotsa umunwa ccg igihe cyanjye ntabwo kirageraingo	negative
kr_train_00147	Nta ntego numva umuntu yaba afite ku buryo yatangira akazi kuri 21 ans	negative
kr_train_00148	Niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije	negative
kr_train_00149	Niba bafite ubwoba nibivugire ubwo nibo bazi nikibubatera ariko ubwo bwoba bibudutwerera twese	negative
kr_train_00150	Ariko se bigenda bite ngo umuntu yitumire ku meza yanjye nta gahunda dufitanye yumve ko nza kumwishyurira	negative
kr_train_00151	Uwuzuye ubuyoka no mumaso biragaragara	negative
kr_train_00152	Wahora niki ko ntanamenye aho wabereye umunsi wumuganura niwo munsi nahuriyemo ninzara iteye ubwoba	negative
kr_train_00153	Ibintu byambere bitesha umutwe ni Uruhinjaurukundo na retake Sasetu	negative
kr_train_00154	Buriya nonese na service zibyiciro ziba ku Irembo Harimo poor service mu byiciro	negative
kr_train_00155	Kwa kundi abakobwa bateye nabi bitera ibirungo byinshi gtgtgtgtgtgtgtgtgtgtgtgt	negative
kr_train_00156	Abasore mufite gahunda iyi sure ya danger uyu mwana yavamo umugore mwiza cyane aranaryoshye	negative
kr_train_00157	Amamaza ubushomeri ufite bugere kuri bose wipfa wenyin	negative
kr_train_00158	Uyu munsi nabeshye Landlord ikinyoma gikomeye ariko umenya birankoraho foolsday	negative
kr_train_00159	Ntibisanzwe Abagabo bafashwe nirari bafatira ku ngufu abagore mu rusengero pasteri areba Nawe ushake amafoto	negative
kr_train_00160	Ariko uziko hari abantu bakora ubukwebashinga urugo bagamije gusenya Nkuyu mugore koko yamukorerwa iki	negative
kr_train_00161	Hari umuntu wambwiye ngo aba yumva utubari twafungurwa abantu bakaba bitoza gusinda banubahiriza amabwiriza yo kwirinda COVID19  UbyumvaUte	negative
kr_train_00162	Subira IG kwa  wa kibwa we	negative
kr_train_00163	Ariko uri imbua shahu	negative
kr_train_00164	Mwiriwe neza mbese kuvugishukuri byagutwariki utagiye kumbuga nkoranya mbaga ngubeshye isi yose	negative
kr_train_00165	Kugicamunsi cyuyumunsi nyuma ya exam national  nakandi gashinzi ntabashije kumenya neza	negative
kr_train_00166	Ni ukubera iki ibikorerwa muri Afrika byamamazwa mu bucuruzi hakoreshejwe ifoto yumuzungu ktparade hamwe na	negative
kr_train_00167	Akarengane mu nkiko ku gipimo cya 73 birakabije kwizera ubutabera biri hasi cyane pe  ikwiye icyuhagiro	negative
kr_train_00168	Mwana waretse kubaga nta kinya mwana     umusaza arimo gukoresha ukuri kwinshi	negative
kr_train_00169	Izi nkweto zirashaka 10k zombi inbox dore nabuze aho nzishyira kdi inzara niyose	negative
kr_train_00170	Keretse niba ibi narabihimbye	negative
kr_train_00171	Cyaze uramuhaye tsu nawe nuko yumva yayibye bruh	negative
kr_train_00172	Apu Aho natume Kuko byanze	negative
kr_train_00173	Nibazaga icyari cyabaye nareba kuri bundles ngasanga ziriho nkabona nizindimbuga zikora mwice amande	negative
kr_train_00174	Uriya ni Umuhirimbiri nka bandi bose	negative
kr_train_00175	Mwahararaga essence itaratumbagira none bugiye kujya bubakeraho Inama nabaha ni ugutyaza amaguru cyangwa mukayoboka amagare	negative
kr_train_00176	Hanyuma bakirirwa batwigisha democracy kandi deep down babizi ko na bo bayumva nkigihuha	negative
kr_train_00177	Byaruta ntagire nakimwe kuko byose kuri ubu ntacyo bimaze	negative
kr_train_00178	Ndabeshye x ngo nibura unyomoze	negative
kr_train_00179	urikigoryi niba ufana indaya zishaje	negative
kr_train_00180	Wikirata kumwana wababaye ngo nukwi iwanyu bakize Amafranga ya so sayawe	negative
kr_train_00181	Keretse Ari umuhungu udafite ubwenge	negative
kr_train_00182	Wasanga ari nimbaraga za salongo Niyumve nyine ahubwo arihe ibyangiritse byuwo wakodeshaga Kuko natabiriha nawe arashya	negative
kr_train_00183	Yaba agira amashwezi uwo	negative
kr_train_00184	Uze ariko Uzi ko ari umuyede ukugurira	negative
kr_train_00185	Ngo Cyahinda  shaka ahandi uvugaIndashyikirwa Imodoka itarimo  se twayicaramo	negative
kr_train_00186	Nonese Twitter niyo ihemba anomangafari ngo  adusogongeze  nubwo nta nzoga ya nzonnyo ariko wapfa kunywa da	negative
kr_train_00187	Nimwigerereyo mwirebere ibibwa ukuntu binkoreye umunsi  na  Murakoze cyane IMANA ibongerere ububwa	negative
kr_train_00188	Kobwa akwaka amafaranga ngo uti ariko wirirwa unyaka amafaranga ndi so Mwahura ukamusoma ukamwonka amabere ukangirango we ninyoko	negative
kr_train_00189	Uwanga Rwanda arakwisanga Kwisi ari wenyine	negative
kr_train_00190	narintunze rero yego si inka nkawe but	negative
kr_train_00191	Ahubwo iyi kipe ko ishaka gukwepa Final bite byayo Turabategereje pe	negative
kr_train_00192	Ndasaba reta ko yajya itegeka banyiri amazu gushyira sound proof nkubu kuryama byananiye kubera ibyo urusaku rwumugore tubana mugibangu	negative
kr_train_00193	Niho yamuhungiye ngo Barbara amumereye nabi	negative
kr_train_00194	Warangiza ngo urumunyamakuru abanyamakuru nibyo mushishikariza aturarwanda akugirango guhashye covid wowe ushyigikiye ko yiyongera mna witekubyukora	negative
kr_train_00195	Kdi ubwo urarira inyama umuturanyi wawe aburare maze nibucya ubwire Imana uti ifunguro ridutunga Uriduhe none Narumiwe kweli	negative
kr_train_00196	Mbega inkuru ibabaje Umva urugendo rwanyuma rwa Akeza RUTIYOMBA Elisie umwana w imyaka 5	negative
kr_train_00197	Kubona amafaranga yo kugura ibyo kurya nimyenda Udafite ubwenge ntiwabona amafaranga	negative
kr_train_00198	Uzantumire muri space nguhe Ido nido kandi nawe urabizi nuko ubaza nkumunyamakuru nyine	negative
kr_train_00199	Iyumunsi ntajyiye gusenga mbona i nigga irahagurutse ijya gukongeza itabi kuri buje imbere ya padri setu	negative
kr_train_00200	Kiriya nicyo ki kwereka ingano y ubukene buri muri africa cyane bihereye mu kuisuzugura	negative
kr_train_00201	Yasobanuraga ko ikibabaza ari ugukora ibyo byose ukabikorera indashima cg umuntu wibagirwa vuba akibagirwa Aho yavuyeakima uwamuhaye	negative
kr_train_00202	Ahitwa Nyabyondo shyorongi umugore bamutwikishije lisansi arakongoka nyamara ngo yari yarishinganishije ku buyobozi Ubu bugome bwaba buterwa niki	negative
kr_train_00203	Cyane Ntiwaba wambaye ubusa ngo urambika umuturanyi	negative
kr_train_00204	Yes Mbabarira Sha ubu se iyi nda nayishyira hanze	negative
kr_train_00205	Niko kabi uravuzengo urankotinze kuri RIB narumiwe koko komeza ubivuge dore aho nigaramiye nubundi ko nytagikwe ibyo ntibindeba	negative
kr_train_00206	Nonese ko yashakaga gufpa umutwe yashakaga gupfa amaguru	negative
kr_train_00207	Wowe se ubyaye kangahe ko utambwiye Nta makuru nguhaye ntukanseke	negative
kr_train_00208	Ubukungu bwazahaye kuri wowe utari ufite Erega banza urebe Imiturirwa yirirwa izamuka buri munsi ese izamurwa namagambo gusa	negative
kr_train_00209	Ubu se uwaraye muri stade ko itegeko ryasohotse yamaze kuhagera ubwo ntaribuhite afata icyumba	negative
kr_train_00210	Ubanza umwanzuro wo kutubetingira yawufashe nubundi yasinze Cg ntiyari azi aho nguvu itandukaniye namazi	negative
kr_train_00211	Ibyo uvuze birimo ubumenyi  simvuze ubwenge unyumve neza ubumenyi buke	negative
kr_train_00212	Utarumva umwana asuhuza se amuhereza ingumi ati gongaho gee	negative
kr_train_00213	Winyibutsa ukuntu nigeze kurya ingurube nyita inkoko kuberako nasanze byari muri package imwe naho inkoko zashize nkejo	negative
kr_train_00214	Ikibazo ni uko berekana abakoze ibyaha byoroshye ku ma camera ariko this people baba barengereye nitumenye uko byagenze	negative
kr_train_00215	Mwana urashe hasi izashira kera  Ko ntagiteka c izamarwa Niki	negative
kr_train_00216	Ejo nuriye igiti cyegeramye na gereza cyivunika ishami ngwa muri gereza none infumgwa zirikunyita mugenzi wabo	negative
kr_train_00217	Mutekujya mutera abantu ubwoba azabiki cniyo yagenda uzunguka iki Kugura abaturage bokubeshya niwo muronko mwiza	negative
kr_train_00218	Iyi mbeho irihano hanze nyonzemo nanapfa reka nigendere nubundi aho kwicwa numusonga wakwicwa numwanda	negative
kr_train_00219	Uravuze ngo abategetsi bose ni abanyagitugu	negative
kr_train_00220	Ibyo uvuze nukuri100 Kubera ubukonje bihaba byeri iva mwi caise yabaye barafu wagira imaze icyumweru muri fridge	negative
kr_train_00221	Ishyirahamwe ntiryitandukanya numunyamuryango ahubwo riramuhana cg rikamwirukana   ubanza nta mategeko igira ayigenga Icyo si igihano wakwandika muri press release	negative
kr_train_00222	Humura Its a matter of time Hari nigihe zitazanamoka abazigaburira batakibishoboye cg bamaze kubona ko zitakiri impigi	negative
kr_train_00223	Hhhhh woe ushaka bolo za free GS	negative
kr_train_00224	Urugero dawidi yatanze nirwo uretseko abaheza nguni bigize inararibonye aribisambo batareka umutoza NGO yigurire abebamanza bakuramo ayabo da	negative
kr_train_00225	Si ibyo se rata Umwana ugikeneye kurerwa kumuhindura umubyeyi nta bumuntu burimo noneho uwamuhaye umwanya ngo amutekerereze tukabimuziza	negative
kr_train_00226	Rusesabagina ati amategeko yu Rwanda sinyazi sinzi nibyo ateganya Ishyano riragwira Uyu muntu ni we washakaga gufata ubutegetsi Rwanda waragowe ariko warabohowe  RusesabaginaTrial	negative
kr_train_00227	Iriya co yashinzwe nka today igahita ihabwa deal ako kanya niyo yanyemejeaba tipe ntanisoni bagira kbsa	negative
kr_train_00228	Ko mbona nta mikosorere yawe se	negative
kr_train_00229	Ubuze icyo atuka inka aragira ati dore igicebe cyayo None icyo yavuze utumvise niki ngo usobanurirwe	negative
kr_train_00230	Uyu muhungu azagutera inda uyumvire mu bwonko shn	negative
kr_train_00231	Reka nirire irindazi ubundi nsenge ndyame Umuntu ni mubi ibindi byo naba mbeshye	negative
kr_train_00232	ndamugaye Rwose Ubwo bisobanuye ko Umunsi wakoze ikosa abantu tuzagukuraho amaboko Xbyo	negative
kr_train_00233	Agahinda n iki N ukubaka inzi imbeba ikazanamo umugore ikabyara woe ureba	negative
kr_train_00234	Azabona ko ubuzima ari nkumukungugu utumukamu muyaga wa Serwakira maze aho wari urintihagire nunamenya ko uwo mukungugu wari uhari	negative
kr_train_00235	Amashyaka ya politike se simbona bafite uruhuri  Nibarebe ikindi bahimba amashyaka yo bimaze kugaragara ko ntacyo azabagezaho	negative
kr_train_00236	Wagirango Imbeho ninzara ni impanga Ntibijya bisigana	negative
kr_train_00237	Yageze kuri noreturning point banzabaramugiriyeyo	negative
kr_train_00238	Menya itumba ryageze simbimenye ngo nkwikire isuka nshoke ibishanga ndaqkabaye	negative
kr_train_00239	Cyane nkifata ku myanya ndangakumiro	negative
kr_train_00240	Ubundise sukubatora bakizamurira iterambere ryimifuka yabo gusa nokudukiza amazi yibiza ntibyabananiye	negative
kr_train_00241	Ari ukugirango umwana wibyariye abe umutinganyi naho kugirango abe umukinnyi wafilime zurukozasoni wahitamo iki uri umubyeyi	negative
kr_train_00242	Gukura tweet mu cyongereza ukayishyira mu kinyarwanda nabyo nugushishura mbecile	negative
