tweet	label	ID
masu manufa mai kyau ba irin su oo ba iyayen baragada	negative	
Ya dawo kaduna su hade da  Su yi ta bankaura	negative	
Mutanenda suka kasa kashe wutar gidajensu taya za ayi sukashe ta makwabta Neman iyawane dama yakaisu dakuma andade ba hawo jirgiba	negative	
don Allah suyi wannan qarin mu wuce gurin tunda shi Buhari baqin ciki yakeyi da walwalar talaka	negative	
Kowa na karbar tsabga BBC ma sun rasa labarin da zasuyi posting sae kamekame	negative	
Ya ce ya kasa ya sauka ya bar mulkin tunda ba dashi aka zo dunia ba ehe  SecureNorth	negative	
Baba kenan to mudai muna water	negative	
Ya kamata auren na gidako baki ci kin sha ba xaki ga uwar ki a kan kari	negative	
Rashin iya buga tamola	negative	
Ina goyon bayan jaridar  domin babu banbanci tsakanin mulkin Buhari da mulkin Soja wallahi ta kowane fanni matsaloli ne duba da irin yadda ake yiwa talakka mulkin mallaka Babu wani Abu na cigaba ga talaka a Nigeria	negative	
Wacece Zahra wacece Kiki  End Banditry in the North  Bamu yafeba	negative	
Dama duk karyane inji gwamnanmu ba injiniba	negative	
Saboda munafiki ne duk silan korarmu daga world cup	negative	
Lol  Sunji uwar wuta kenan	negative	
Hakika Late comer badan azziki bane bazan mantaba antaba yimin kof daya wallahi yadda naji araina kamar namutu amma gashi ina rayuwa cikin kunci dalilin rashin masoyiyata Allah sarki mutuniyar kirki baban tane me son abin Duniya	negative	
Su kashe Su kawai Su Aikowa Gwaunatin Nigeria da Kawunan su saboda Suma next tym idan sun kama sudau mataki irin haka	negative	
Hmmmm In ance musu maras mutunci su zagi mutane Ji yadda ta rungume shi kamar wani muharramin ta all in d name of wayewa	negative	
Haka ya kamata a dinga yiwa shegun masu sace mana kudi	negative	
Durkushewa ta nawa kuma Wannan daga daga cikin karya da ya saba ne	negative	
Eh musammam ma mugun bawa iron wannan	negative	
na nesa Ke amfana yayinda na karkashin ta keshan rana Akan danganta Hakan da mutumin dana kusa dashi basu amfanar sa	negative	
Abun ba magana kamar a anshe ma kuddi Allah yasa rakkiya na tai yi	negative	
Qaryar banza kawai mudai ba muga alamar hkan ba ai	negative	
Wato Sai ina Ga kamar hukumomin kasar nan Basu gano rikicin Katsina Zamfara da Sokoto ba rikicin bandits bane wallahi faction ne na Boko Haram Idan zasu yi da gaske suyi ba zancen sulhu da Yan iska	negative	
Toh wata sabuwa inji yan chacaha	negative	
Hmm Ka gama da talawa wlh	negative	
Bazamu yafewa duk wanda yake da sa hannu a rusa kano ba allah ya isa harbayan ranmu bazamu yafeba	negative	
mungaji da karya since	negative	
Karyane yen Hizbah kuma yen iskane	negative	
Tabar BBC da bashi	negative	
Allah ya laanci shugaban France da magoya bayan sa Allah kasa a kai masu mummunan hari	negative	
Shi wanan Baturen pha na kusa dashii koh shine babban Wanda ya cucemu da ya bayar da yancin	negative	
Africa gidan mahaukata	negative	
Qazamar banza Kinyi hasara wallahi Abanza zaki tafi wuta jaka	negative	
Lol Smh wallahi dai banga abun shaawa anan ba Da na tsaya sauraran wanan abun gara kaimun bulala 30 zaifimun	negative	
Idan anki kuma fa	negative	
This old man she said Nigeria guys cima zaune Dan mai danna jaa kaje kaduba Npowar sunfito inka isa kabasu aiki	negative	
Idan akaci gaba da lafiya ahaka mafita daya ce ga yan arewa shine su fara ramuwar gayya kawai	negative	
8 2 zaama yan banza halda macron sai ya samu buttttttttttttttttttt	negative	
Wannan karya da yawa take	negative	
Kutmelesiiiii yaji amsa Kam	negative	
Kace ba a Nigeria kadai bane akwai en iska	negative	
Kuji dan iska ana sacemu amma wae mawaka yake taya wa murna	negative	
Gaskiya ina fatan haka amma dai abin kamar da wuya	negative	
wlh banji dadin qazafin nan d akae miki va kuma Allah xae saka miki kiyi hakuri abun n matukar bata min rae will marry me wlh ina kaunarki kuma xan kasance tare dake amma nasan bai xama dole ki amunta dani ba amma ni dagaske nake ina s0nyin rayuwa dake	negative	
Wllh Banga amfani Zama da wanna zindikinba Kawai ayanki mishi hukuchi Da adinnimu ya tana da Allah ya Isa yahudanchi yachika duniya ya rabb kastarimu da tabiwa ire wanna turdakai da haihuwar ka kwara barinka wallahi	negative	
Ya tafi da daloli kawai sai a canza sakamakon zaben	negative	
Babu na Allah	negative	
Wannan abin fa  Naga alamun dagaske ne anma su kamfanonin layin da Kuma bakuna zasu Sha wahala	negative	
Da kuwa najeriya ta wargaje Allah yasa shekara 8 dinnan iyakacin abunda zasuyi kenan har abada karsusake dawowa	negative	
Indai kuwa sunyi kama da juna to Amerikawa suna ruwa	negative	
Irin yadda kike shan zagi a social media ne	negative	
Barkonon tsohuwa zaa harba mar	negative	
Ae mahmud ya jazama masu sunan shi	negative	
Yau ranar kaza gobe ranar kaza yen yen yensaimuga yazusuyi idan ranakun suka kare abubuwan yin basu kare ba	negative	
Gaskiya Nigeria taji kunya ace dan kasa sai ya debi abinci xai ci sannan kuma a kama shi wannan tirr ne a duniya	negative	
A duk lokacin da kakeso ka gano matsala akan wani Toh tabbas ka shiga inda dole wataran sai an gani Maaurata ba yara bane This is stupidity	negative	
Mahari  Dan taadda	negative	
Madugu ya tsorata	negative	
Sbd rashin sanin makamar aiki	negative	
Taji kana kiran 15b  I abun ba hauka bane ko hanyar sata xubasu babbar riga suma	negative	
Suma cin Dan uwarsu	negative	
Wlh ina tausaya mata dole taci kutumar uban ta waiyo allah walakiriiii Rip	negative	
Kungiyar likitoci ta Najeriya reshen jihar Kano ta tabbatar wa BBC mutuwar likita daya a jihar yayin da 34 da sauran maaikatan lafiya suka kamu da cutar korona	negative	
Ba don Allah akeyi ba kenan	negative	
Kai JAMAA  wai Shin ah Ina  kejin gulma neh Koh dai son hada fada	negative	
Kinga adai dai kenan yanda allah zaici ubanki tnda izgili kike yi masa  Wannan shine kin sani kin take kenan tab kina ruwa	negative	
Kaji Dan wahala kayi a banza	negative	
A banza ance da karuwa yar iska	negative	
Gaskiya wannan RISHIN SANIN CIWON KAI NE yayinda Nigeria ke fuskantar kalu balan tsaro ta ko ina wasu keson a canza mata suna	negative	
Gaskiya Trump bai ya abin da ya dace ba	negative	
Mudai muna ruwa  Ba damn kallo	negative	
Da kudin mu ma bamu ga wuta ba ballan tana ace kyauta zaa bamu	negative	
Shege da baki  kamar kare ya kurbi ruwan dumi	negative	
Bakusa uwar me sabulun ba ai	negative	
Waike Yanzu kina da Bakin mgn tir tir nifa na tsani Mai Hali irin naki wlh	negative	
Allah y rahamsheshi ya saka mana dan ni wallahi billahi bazan yapeba	negative	
Tafi tafi mah xaace an sace shugaban kasar indae aka cigaba da haka	negative	
Zasu ci da mutane NE in sun hanasu neman kudi	negative	
BBC iyayen propaganda Da Boko Haram din dakuma IS din duka Mutane dayane Kuma iyayen gidansu dayane su France England da America      ba abunda Alumma sukeso kuke yadawaba illah kuna yada abunda iyayen gidanku sukeso	negative	
A uwark Dandai yau jumaat dana baki rua	negative	
Kina Ruwa Saadatu am	negative	
Yan Boko Haram sun sace mutane a Kamaru	negative	
Wani a ciki uban wasu ne wani a ciki mijin wata ne wani a ciki yana da iyaye tsofaffi wanda dashi suka dogara Sai dai kawai suji kamar a mafarki ance musu an yanka wane Wannan rashin imani da me yayi kama	negative	
Ba sai ayi mugani ba In tusa zata hira wuta  ni wlh Sam bantaba Jin shi a matsyn shugaban da zai iya rike Nigeria ba ko dayake sanda yai mulki baa haifeniba amma dai ni banji yana da kirkin ko kwarin gwiwar farfado da Nigeria saboda ai alamar karfi tana ga mai kiba	negative	
Dama bayida wani anfani sai dai kawai yan kudun Nigeria dasuke koyawa yan arewacin Nigeria iskanci Eg Zina da shigan banza	negative	
Wllh kwamnatimu tachikasun banzakaijamaa anbasu sunruki duk dahaka suna niman na bati	negative	
Ai da kasheshi sukayi Wlh da Mun huta	negative	
Kanku akaijiii ba ruwana	negative	
Shegen kayaaa bah Mutumina yaji kidan Genaral a sama kenan	negative	
Allah ya isan mu Garbati	negative	
Bashi mara ji ba	negative	
Daga nan kasar italiya garin da covid 19 ya kashe mutum million 2 Wannan rashin aikin Yi ne kokuma hauka ne ko Neman magana Ina ruwanmu da fassaran kukan mage nabi mage da gudu Babu takalma	negative	
Kowa yatuba dan wuya bbu lada	negative	
Agaskiya baa kyautawa mutanen kano baamma bamusan asalin yanda abin yake ba	negative	
Ku dai ba kwa daukar darasin rayuwa Kurar da kawarki ta tayar har yanzu bata lafa ba fa Amma maimakon kudan nutsu ku Bari ta lafa sannan a cigaba da gashi amma inaa Shine ke ma kike son jawo mana wani sabon zagin Ba ku da kirki wallahi	negative	
Ban yarda ba idan kana yi da baka Kara kudin man fetur ba tunda Kaine ministan fetur	negative	
Ku kuka sani maga mai karya acikin ku	negative	
arya kike You miss abroad dai coz of coro Zaman gida dole	negative	
Kokuma munafi kai ba	negative	
Kundin ubancan  yaseen qarya kikeyi   muzaki raena  Watou  Keee bakigama laefin shigan dakikayiva    kinyi asaran dunia invaki kiyayeva  asanadinki kinsa anzagi masoyin da Allah yayiki domin shi  wlhy vamu yafeva  munhadu gaban Allah	negative	
Aniyar su ta para bayyana mu mun san dole dama akwai lauje cikin nadi Dole yan arewa mu chanja salo kuma mu tashi tsaye don wlhy an bar mu baya	negative	
Galadima ae ya chi kai	negative	
Babu wasu nasarori da anka samu	negative	
Wlh wasu mutane Akwaye raiyenin hankali garesu tayaya zaa cewa bisa kuskure bayan yasan banashi bane wannan bawai kuskure bane Daganganci ne tonda yasani ya aikata	negative	
Kaji wawa Ana yunwa a duniyar mutame amma yana tunanin zuwa mars Salon corona idan tayi tsamari su gudu su barmu oh ni talaka	negative	
Innalillahi wainna ilaihi rajuun Allah yayiwa shugaban kasar najeriya muhammad Buhari TAURIN KAI	negative	
Gaskia wannan abun yayi yawa wallahi se kace babu jamian tsaro	negative	
watama tana dakin saurayinta tana kwana amma harda ita ake zagii dnt wantu mention name here	negative	
Toh fa su  an rikice	negative	
Aha alada indae bataka ba arowa kayi to ko bazataima kyauba bakamar mae ita ba	negative	
Su karbe wayoyinsa su bashi vivo	negative	
Inbanda rashin imani ma kai wanene da zakace akashe halittar Allah kai Allah yayi ka daidai sai ka tsani bawansa mai matsalabanda ka gode mai kakuma rokamai sauki agurin Allah wallahi Allah ba abn wasa bani ba domin cikin sakan daya zai iya mai dakai halittar da bazaka ganu ba	negative	
Dan tana daya daga cikin wanda suka sa albasa yayi tsada	negative	
Tho ina ruwan mu dawani guntun munafuncin ku yama shekara dubu achan	negative	
Gaskiya ci gaba da tsare Mallam Ibrahim ElZakzaky zalunci ne kara ra	negative	
Sir karya takai tun kafin a haife ta nake kallon films dinka	negative	
Minister wutar lantarki abubakar shekau albornawy yace sai sun shekara basu ga wutar lantarki ba	negative	
Kajimin tsohon nan harda wani cewa Miliyan 50  Tsabar rainin hankali	negative	
Indae ba qin xuwan Namu xae Sanya a Kore mu nee Daga Najeriya ba ae Bamu xuwa	negative	
Mtseww yabon me Yabo ta wajan zura idanu  ana kashe mutane Mufa mungaji da gafara sa bamuga kaho ba securenorth	negative	
haha  Wals nima Nawa kullum ana ragemin narasa dalili	negative	
Kaji yanda bawan Allah Nan Ke Bayani Kai Kace An Nemi Shawararsa	negative	
Yau ga Lalacewa Ni Ameenatu	negative	
Laa dama rahama ke bahaguwa ce	negative	
Kina iskanci san ranki  plx indai zaki burgeni ki curo NONON ki daya 1 plx i wan see somtin	negative	
Tasu da ban ta talakawa da ban ina mu ina abun c suganan kasa bare maganin sa ai wutsiyar rakume tai naisa da kasa	negative	
Billahillazi muda Dan sanda Babu wata Amana ko yayi harkarsa	negative	
Hhhhh aibaima cika komaiba dama anfada mana dan liti mugune Nan yadaga sphagetti taliya har yana kuka  ashe bakin ciki yakeyi munajin dadi	negative	
Mu ba wani burge mu xaki yi ba dan kawai kin yi rubutu da Indiyanciynz hk ma wani ne ya rubuta ke kuma kk kwape  Ke da wasa nk mk Celebrity yar KD	negative	
Ita kanta nigeria ai a lalace take balle wutar lantarki	negative	
Damacan da hadin bakin sa  domin kuwa baya son yan arewa musammanma mutanan KANO	negative	
kema dai akwai neman tada zaune tsaye	negative	
Yasin en kidnapping sun sace taska	negative	
Cewa zakuyi An kama wasu daga cikin kidnappers kuma an masu yankan rago Sai kuma wace tsiya dan an kashe yan iska marasa amfani irin su	negative	
Allah yasaka mana zaluntar mu da akayi	negative	
Ba CORONA CE tajefasu a mawuyacin hali ba shuwagabannmu ne suka jefasu a mawuyacin hali kai duk Alummar qasarnan mahukuntanmu ne suka jefamu a mawuyacin hali sbd buqatar ransu Allah zai saka Mana	negative	
Daidai kenan tayaya za abar mutane cikin yunwa da fatara ace za aga daidai	negative	
Qarya ne walhi Chewa zakuyi Mesa ake kashe Yan Arewa a kudancin najeriya	negative	
Yanzu dai BBC suna so muce baba qarya yake Toh bazamu fada ba	negative	
Wayyo allah na dama na kasarmu yabata	negative	
Wahala El Rufai	negative	
Karya yakeyi bazai Iyaba yasauka kawai	negative	
Amma Kuma ai baa zauna lafiyanba yallabai Sir	negative	
Kaji Tsinan ne watau Magudin zabe asali ya samo daga Amurka amma in anyi a Africa don Raini sai suyi ta kumfar baki 2023 Sai mun tafka Magudi domin Kayarda Wan nan gwamnatin Zubar da Jinin TalakawaIn anyi magana muce Trump ya koya mana Sakon yan PDP	negative	
Ba aiki zaiyiba kenan	negative	
Tunda anbiya ki kudi ba ba Dole kuce haka kusamu kukashe mutane Allah waden naka ya lalace	negative	
Durun uwar bomb din kutumar ubanku dakai da fresh emir din Da diyan shegun dasukayi wakan da mixer din da wanda yyi mastering wakar uwar babanku duka Dan uwarku bazaku iya supporting better thing for we youths ba amma kunaso mu saurare ku Duk kunci uban babanku duka	negative	
Amma dai BBC kun iya sharara qarya Astana din da  Ta kama tayi ta lugudensu har aka tashi zaku ce wai tasha dakyar Wanda yayi wannan post din duk a gamata dan Arsenal ne	negative	
Rashin kwarewa ne yake damunsa wallahi da yunwa mutane zasuji ko kuma da rashin kyautawar jamian tsaro Zasuji	negative	
Idan har wannan labarin haka yake toh zaman Zina zasu A haifi Yayan zina kumaAllah kada ka jarrabemu da Wayewa wadda zata fitine mu cikin addininmuWannan karshen jahilaci da lalacewa Kenan subhanallah	negative	
De Gea ya shiga tsaka mai wuya	negative	
Idan naga mace tana firar wallo sai abun yayi min wani banbarakwai kamar naga yar daudun mata ko ni dinne dan kauye oho	negative	
See this guy a Najeriyar ma baa gama sanin ka ba kana maganar duniya Kasan girman duniya kuwa Pls karkasake mana irin maganar shirmen nan	negative	
duk abunda kafirae dinan sukayi qaryata ayar qurani da hadisai da kuma xagin musulunci da Annabi da sukayi to kisan Ke Allah zai kama da laifi don kece mufari	negative	
ai dole ma ya shiga hannu don kuwa iskancin nashi har da rainin hankali Masallaci Dakin Allah Ai kawai su yi ragaraga da na mallen	negative	
Ai bazai fure ba saboda ana zaluntar talakawa	negative	
Gsky suma Kansu basuda anfani akasarnan duk dasu akekashe yan Nigeria shikuma mBuhari baya karban shawora tuntuni yakamata yachanja manyan jamian tsaron kasarnan yaki	negative	
Wannan rashin hankali ne Haba	negative	
Da gsky ne muna yamaidamu marasa hankali sai turawa diyansa kudiwaishi ba barawoba	negative	
Ya murde Kano saura Edo kenan  To a dai riqa kula da aljihun babban riga	negative	
Labari da shuni  wannan ai tatsuniyace  Ai andawo daga rakiyar maci amana	negative	
Yan Jam bulo suna ruwa knn	negative	
Sam bai kamata ba sbd ynxu siyasa ta Zama abinda ta Zama	negative	
Akan wannan azzaluman shugabannnin namu amma	negative	
Sai yanzu zaiyi maganan Mashirmacin Gwamna kawai	negative	
haba wai mutane sun koma kamar dabbobi suma kamar gargin tumaki ne da za a re na ma na wayo wai sata ita gwannatin wai ita an fita wayo ne abin tambaya anfi gwannati wayo wlh Allah sai ya tambebaku domin mu amana ce mu a gareku wlh zaku amsa tambaya	negative	
Kaikuma shugaban masu jahilta yan Nigeria	negative	
Kitty ana iya shege	negative	
Yanzu wannan tsohon yayin jirgin a fidda billion yin naira aka saya kai cho	negative	
Ka gayawa su Tinubu daman su suka manna mana kai	negative	
Nabi London da Dubai da gudu	negative	
Hmmm rikicin duniya Da mai RAI akeyin sa	negative	
RS kina bura uba pah ki tayin sama sama sama bama hassada da yin Allah goooo	negative	
Maganar banza yakeyi mtswww	negative	
Kuna pretending kaman saint while duk cin ku ake yayan iska kawai kuje kuyi aure yafi ye muku wannan yawon banzan	negative	
Wlh hakane Ga shuwagabaninmu abun ko damunsu ma bayayi Haba Dan Allah kutuna dacewa wlh gobe kiyama zakuyiwa Allah swa jawabi	negative	
ko Binta gulma ba	negative	
Allah sarki talauci aka sakamu har suke tunani su dauka su siyar a matsayin kayan gwangwan	negative	
Shisha whatkice wurin iskanci Kuka bude	negative	
Cibiyar Marasa Hankali da Tunani De Wanda Basa Kishin Kansu Da AlUmmar Su GA Rashin Hangen Nesaa Agurin Mu da San Zuciya	negative	
Are dy Islamic scholars da baza a raina su ba	negative	
Anya Buhari kana sauraran karatuttuka kana jin qalubalen da shugaba zai fuskanta ranar qiyama Kayi adalcin baka tsira ba bare kuma irin wannan mulkin naka na kama karya Wallahi gwamnatin Buhari bata amfani talaka da komai ba sai wahala da tsadar rayuwa Ubangiji ya saka man	negative	
Ina Ganin sai an qara dagiwa gaskiya abin dai ba dadi wallahi	negative	
Ya koma ghana ma ba Lagos ba	negative	
Da Allah ku barmu da abun da ya dame mu ban da firaunonin damu ke dasu se kun qara taso mana wani A tausaya mana	negative	
Naija my country Ana Iya hege a wagga gwamnati Daga cewa secure north sai Kora	negative	
Nikam maiye yake damun wanan ganduje  mutum sai jahilci	negative	
Har wata biyu wato a cigaba da kashe talakawa bayin Allah wannan ai shirme ne	negative	
yaga alamar zai manna masa hauka yace I give up	negative	
an makaryaciya Daman wanine ya tambayeka ko warke	negative	
da ace Nigeria ne kadai keda corona virus da duk manyan kasan nan sunyi waje da iyalansu Amma yanzu ba gurin zuwa munanan daku ana mugun tare	negative	
Gaskiya siyasar kano akwai matsala	negative	
Bangaane wannan rainin hankalinba sun Sami tattaunawa Amman baa kwamishe Shiba	negative	
Mtcheww bakuda aiki	negative	
Makaryatan banza kawaiii	negative	
Shegiya sadau shikenan bazaki shigawar Maryam booth fada bah  dey talk say duk kannywood kinfi su iya cima Twitter uwa	negative	
wanan haka yake babu ja aciki narantse da Allah kuma da kanku BBC kuna daya daga cikin hanyar da akebi wurin lalata kasar mu	negative	
Mahmod Dan masara Ana goyanka kana gemu	negative	
Zance ba a mana adalci dan abin yafara isar mu wlh mun gaji ga petrol sai hawa yake wlh bashi da imani baya tausayin talakawan arewa me yake mna nan yaxo yayi mna kuka azabe amma ga abin da zai saka mana dashi nan	negative	
dama ai bakuyi niyan gani ba	negative	
Ya Allah governor Nasiru Elrufai ya kuntata mana Allah kana gani ya rabbi ka tsananta masa duniya da lahira	negative	
