tweet	label	ID
ranko t b iymj lde pa  It is the indecisive animal that gets killed by the hunter Yoruba Proverb	negative	
esa fe ti ina bo ile Yoruba tipa tikuku Ari ijamba ti awon egbe Ganiyu Adams se ni ilu eko lojo aje Eledumare yio da yin lejo	negative	
RT  wn gmn  e gbyw fm wn ngb t Boko Haram  ko wa lm l Olt Sahara Reporters t fgba yngan htt	negative	
RT    Aiye le Obirin loyun fun oko re lo ba dana si ile won pelu oun ati oko re ninu e	negative	
10 kb mi to jab to jab to jab 10 kb mi to jab Nigeria lo o mu  TheOracleHasSpoken Yoruba Nigeria MTTW NigeriaDecides2019 News  Customs 9japarol 9jaVotes2019 NaijaVotes BetterNigeria USinNigeria   9ja	negative	
yi go sa Ewo bi o se pon  le Onijekuje igba wo ni  ti o ponle di ota e	negative	
p yn wde a  m ni t gb m b fn un thnrnw l p n wn m gnf t   w wny EkoKoOmoita LagosState	negative	
Arugbo Bobrisky koni daa o Kilode	negative	
Awn aiwere Ye Yoruba	negative	
Bamitale ati Oluwasegun rewon he lOndo oba alaye ni won fee ji gbe  Alaroye	negative	
j p wn  f a dgb ni wn e  d mi wa lgbod Tor b BH pa d kan gbogbo d l pa Nigeria BokoHaramKilode	negative	
RT  rmady b  er  r p y oko lsn ni  The chick gullibly plays with the hawk believing it to be an ord	negative	
Oorun j ik ik j oorun b kan sunwn j kan Oorun y ti oorun ik ni oorun mjj  j IkuOdaju Yoruba	negative	
The environment erupted with joy and a signal to the opposition with popular Yoruba Song E re gbe wa bi x2 Eyin te se gbe yin basubasu E re gbe wa bi	negative	
Ngb t  ma fi di dj j Aj ryn ti kn wp wn t ti  sn m Ngb t sn pn r bn ti gba aff y ti kde wp ogn ti br OgunDahomeyAtiEgba	negative	
wn nyn jyn w p r bn   l n kk n Lekki EndSARS EndBadGoveranceInNigeria	negative	
16 B npnn b pa nyn  ni a ma  s p  gb ni n l Ibeere Yoruba Orisa	negative	
gbr j fa snkr fkr  owode gt ikorodu	negative	
wo l tn gb y o Wn n BokoHaram f gbjba n pnl Yobe  ga o	negative	
n k fi r hn mu tb n gbrfu r burk tun trn	negative	
Tani jeun ti aja un juru Ebenezer Babatope na un soro ara awon ojelu ti won tan  de iparun re o	negative	
t wn nkan wny ni a fi j ran Yorb Digb ni e y w ly jhun yn t ynb d l parun	negative	
n b gnyn t  fi tun e iyn r  dkk Osun orisa yoruba	negative	
RT  Iyen maa le die o   Kini  1 ni Yoruba RT  Ah Omi s f m b lj olwa r	negative	
y jrbk  ti m mta ml alkr b l l k algbr t d in m rara ti j wn m t w jay wn pa	negative	
Ewu nmbe loko longe  Idamu de ba Aare orilede Nijeria Omowe Goodluck Jonathan	negative	
r  gb l ma y w nlu wa y Km kw m r e w nkan jj s  t wrwr Ise Agbe Yoruba Nigeria	negative	
Lj kan korob  l s knga kn pad b Olwa  r aebi san  k bp by	negative	
Eni ti ko ba nife iya ti o bi i tokantokan a padanu ibukun nla nile aye e  does making my own Yoruba proverb count Naijaproud wizkid Nigeria LoveYourMum Yoruba OmoBalogun Iya Respect Love Africa	negative	
Ewure to to sinu isaasun ibi ti yoo sun ni o n baje enia ki ba mo ibi ti yoo sun oun ko ba tun ibe se	negative	
Oj t k r ynn ynn in yr yr orn k  r yndn yindin id  A pair of eyes that wont endure the fiery flames of fire the searing glare of the sun cant hope to enjoy the glittering beauty of brass No pain no gain no guts no glory Yoruba proverb	negative	
Bti j p wn npar fn wa oj lrun t o Agra lrun s t w sn  j b l	negative	
RT  Mj ms ni ti aknkanj aknkanj t b m j t k m s  b ogun l  Warriors must know when to fight a	negative	
pariwo wp k slswj fi w lmi adgn tbtb b alkn ltor gn t   b m adlj f  OgunIleAye EgunIdile Yoruba	negative	
Chaka Zulu m p k da k l fi  e Nigeria SouthAfrica Adulawo Africa	negative	
fni peni fyn pyn l m ar oko sn bnt wl K ni bnt w fn Ibeere Yoruba	negative	
To ba se pe won se bee yen pa Muhammadu Buhari Orile Ede Nijeria ko ba ti daru  Aare Goodluck Jonathan lo so be	negative	
ni t k t ni  n t dn deni jkn y ni y j  Whoever cannot defeat someone in a fight but decides to waylay the person courts severe purnishment Exercise selfcontrol dont be presumptuous Yoruba proverb	negative	
Asiwaju awon were in Yoruba land Davido Yoruba	negative	
Kin kan w ni o omi igi o y  gbd kan or m n b bk or n  tbi ju ara l Yoruba Ise	negative	
RT  FridayIdioms Yorb Idiom for today J or ahun  To be stingy learnyoruba yorubaidioms stingy yorubaforbegin	negative	
In kan la fi gb wn te ti r wn ni a  m A wa  bj mu lj wn wn gba ti w wa a gba ti w wn Nigbatiwonde	negative	
RT  K a d igb k a m fhn l m y oko u sni lr  To get to the forest and make no sound is how bird droppin	negative	
RT  gb wo ni w plb alklhunkgbe y gbgbra s is ej Nl y gb wo ni igb akp k n di ohun wt Nl	negative	
Kk k r lra m y j ne l  fi gbogbo m b obnrin lr If IjaIfeOyo	negative	
gbe k par	negative	
l j l  j ta baba mi  d bi l lsnlsn ni FCMB  jre SterlingBank BankWars Yoruba	negative	
It ti f  gb lnu o  SuperEagles idanoripapa	negative	
haha b t a d fn Kmaw wn n k ma w l n ni jba olgun ba r wa j wa n s  w	negative	
RT  Mo gbn tn mo m  tn lagbn  e lr b oyin  Wasps claim to be the wisest and the best is why they hav	negative	
oj gb m t fn  Yorb l  f nbi wo ni ti Gs Gbogbo nyn  lo d abnib w nkan oo ni mw d thnrnw Mo w tmi	negative	
Kr ay a ong ni wde EndSARS y  kr n krem g lp dm lm gblej Ij ml la f jf gb l e yangan wn mlm t  d lr t g	negative	
t t  fara ti igi ffll ni y gb e Owe proverb	negative	
RT   ro fn madlw lti e rnj jde kr n IlAdlw  gbn b n ni  nira lti rnrnj lrn il	negative	
Alakori ni yin sir Ema binu o eni buruku gba niyin Ewa ko omo yin merin salo si Ilu Oyinbo Boko Haram si un pa awon omolomo	negative	
j jb l  nran d t b m j ogunn b bur l  rnt algd m EsinOro Yoruba	negative	
kn j wp a ti ma  lo gblhn n gg bi ohun abur ntor a ma   k  ni  d bi kg	negative	
WE  PROVERB B a b  kl fl k a kl fn onu b n TRANSLATION As we warn the thief we should also warn the farmer who plants yam beside the foot path TPAL b  ti j wp ol jj k e ohun ire ni t  gbin iu s b n n	negative	
RT  Aimokan lo n se won Awon oyinbo ni mo n ba sise Ko si nkan ti won fi sori ti awa dudu ko se Iwa aibikita lo n da wa la	negative	
B o  k b j ir ork bwn t a ti drk tl n yn nip ork r k  e OjulowoOrukoYoruba  Ire o	negative	
RT     Awon omo alatakiti Boko Haram du adota omo elesin kiristi ni Ipinle Borno	negative	
B a  b gb m y ni lt bkan ni  n br ni idahun Ibeere Yoruba owe	negative	
T b j wa la pa yn n il kr gbogbo gby l  m JusticeForTobaFalode Dubai JebelAliPolice	negative	
j b m k wn olr ogun gba in j b wn ti pe lr n wn olr ogun b w p  Alfin  di j sn tu t funfun sta fn wn ni r r s wn k da rr y t  fi hn wp m wn k b lw ba nyn Ni wn b bn da	negative	
To Arbrin wa Aff ti f a ti r fr ad o D	negative	
RT  Ar w wo yy wn afin il igbm afin pnl Rivers n Yorb  yoruba	negative	
RT   ahaha Tani n je omo Akwp niwaju omo ak ynyn na mr ni imu kiniun pe aj ni gbn oun	negative	
9 Parioweyii Bbnrin  dn il k mj w Ibeere Yoruba EsinOro	negative	
Wn  lo pl wa m a  m Subliminally ni wn  p  ld Gs A  fura BringBackOurGirls	negative	
m s kin kan l ba j j apa r gn ju itan l lej t k b mra dada k  r b nyn ptk k le r ibi d s wn Yorb k n  gb  llej rs lej j atka irf nyn t   e IrinisiNiIsoniNiOjo Yoruba Alaye Owe	negative	
K kk sbi lw yn Toronto l l  ti kw wa  s lw lti re l b l kw  ASUU AsoRock Nigeria	negative	
wn olr Adkr frg wn n wp kr gbd l singb fn Benin y w m rgbdyn l lrn kr ti Adkr Benin n in t  j wn n ab a lw y t k fn wn n fknbal lti p lr wn l t w n ab	negative	
wn kan ti  j ara wn w	negative	
Agba ti ko kehun soro o daju wipe yoo ketan sare YorubaProverbs	negative	
db kan l pgd bi pyl  gb ni gbegede b gbin n gbgede won bnk Mrn o yn  s n fa gbr tn k w so wp un  n fagb r n  rgb b o BankWars Yoruba	negative	
Ta ni wn f b jagun	negative	
RT  we wa tn AMNIBNI RAN BY BY F LJ TN RAN  F TI S Our proverb for today Ibiyes disgraceful go	negative	
Ta lo buru ju laarin Sango ati Ogun Audio Ogun sango yoruba	negative	
crap n e m fn   googletranslate	negative	
gbn p run kan w nb kan mi  gb  gb ntor mi  rni t k r t pad w sy p un k r run w  nkan w nl jok wa y  k  w  pad w sl  w  b yw  sn   sanw ilw wn m yw yn w b mi p	negative	
Dnf gbkt lr afr 3RDMB b a b  l Oworo snkrfkr ti br tor ran	negative	
RT  Nn s kan n ryn ik obnrin kan ni  jde lti ili Amhnmwrn Gbogbogb orld Angola t  n wp	negative	
Wn n laago  e k sb ni t k b n n pb k gbd jba  br i n  ni ni lra	negative	
pin mnmn j i  s ub lgdgb  A n ja kan jj l  p  ohun t   j shock  ni ja y ni a fi p  n ja jj Gbogbo wn t mnmn b j k ni  ma  gb j sn idahunsiIbeere140318 Yoruba	negative	
Fimisile ooo Miosemon Oooo Omoge   belindaeffah DOP frameshot yoruba lifeofahustler undeserving movie	negative	
Gbogbo oj tt l  knkn biribiri B ni wn kan nsd tt wn k m  n in lhn m dk sj n naija	negative	
w epo lm ary  bni l wn k   bni l tj owe Yoruba	negative	
RT   rudurudu ti wo inu aye gbaa	negative	
Ahhhh afi igba ti awon agbofinro fi ibon gba Gomina ipinle Nijer ano Aliyu Babangida lowo ara ilu	negative	
Wt  oll m gb Dm DPNC ldn 1960 gb altak dn sun il r n OkeSokori lgboil ald Abeokuta Nigeria	negative	
Ah lrun ba Ir ppa ti w di ojoojm n naija wn akrhn kyf b bwo ni m yn e l b in	negative	
Se lori oro OsunDecides2018 OsunElection yi abi nkan mi wa ni be ni  eso fun Unku  ki wan ye pe maaalu ni buoda nitori at je suya	negative	
T a b  sunkn	negative	
Ej t mra j	negative	
RT  Akrjpn jngbrnkn rogbogntn fn lkgb armlegun ti sn ornkn Yoruba Ewe Egbo	negative	
A  lo Ina mnmn dj m yn  s n k Adm yn  m m w ow in w yn  r a yn fi k  gba ow bnj KoSinaKoSomi	negative	
tkn  Episode 01 A DEATH IN THE FAMILY SLIDE I Ohun t e klmgb t fi dkun rin rnrn t b e ignnugn  wokoko m or yin ni itakunthestory itakunbygemini aremogemini yoruba	negative	
pnr aj  job ir ni wn pa m aj Owe Yoruba	negative	
yn  sunwn ly j a k l dre yoruba	negative	
K s ohun t  kan sn pl we b  b ma pa we  pa we  m y r we pad lti t sn lrn wo ni n yra ni Js  gb m  dr wmwm n d abnib l fa ir fojdi b s jognb ni ntor k bj mu pnnpnpn	negative	
lf Samuel Johnson lo ogn dn lti e kjp m fn w r The History of Yorubas N dn 1899 lf Johnson k kjp i y l fn g il i tw Gs gbn l i n l r k r b r	negative	
n wn kan nn jba l ba bep w orin lrn Fl ti gbajgbaj ile orin DECCA j ni Olfl fi krin ITT NiIranti	negative	
RT   ogogoro ma n da inu ru oo o ma n je ki eje ru ko da raara Kemika	negative	
RT    o doni fonfon a sun fonfon Awon ota mi won o ni ji Fonfon leta n sun O doni fonfon a sun fonfon	negative	
RT  Kini anfani orogbo A be koni a we a je o tun koro a tun fe fi igi e da ina sango ni omo iya owun ni	negative	
k n k r oj obnrin n k  t f  ni Almkanmkn ni knrin n ki n kan t wn elb  p n melanin ni k s lyin oj Rsk twn m r Bkan n ni  r fn wn b t  n ir oj alw omi ar by	negative	
ni t br ti ub ti dde  nira fn un  Whoever is scared of falling will find rising pretty tough Nothing ventured nothing gained be bullish be open to taking calculated risks Yoruba proverb SARSMUSTEND EndPoliceBrutality	negative	
K sni t b sdkt t s ln a  rni t gba br mrnn yfi Fl Onler n  t gba mta	negative	
iya omo kilo fun omo re oun fi iku sere igi ibepe ti o le se lo ngun Kwam1  Omo Instrumental I tried Someone correct me  Nigeria yoruba fuji	negative	
Knkn lew in  jm In y j o yn pa Wrwr lm  toko b Il  gb n  gb  n  e ew hrgb Il  l e yn n  n yn til tib k  j k gnrnd  gbdn nira ni ti yn   n gbdn EpeForOurGovernment	negative	
RT   o n fi oju di mi He downgraded me	negative	
IBON Nii N Sii Eni Paa  EPE Kii Sii Eni Jaa  Yoruba OKAY	negative	
wn m Yorb n l kan n Orl d Njry ti farg s gbogbo rgbdyn ati whl t wn Flni danrandanran f Wn s  kl fn e is wn i j b nkan ma sl Yorb  Yorbtv GB	negative	
Enu dun rofo ema je ki Shettima tan yin je ti ijoba yin ba gbe mekunu awa lama polongo  ati	negative	
jy t di Samuel Crowther Adn t wn fn n Remigo ti b b l ara wn t w r onhmta gb l RememberSlavery	negative	
j t gb  s p in in w lsnlsn ni yn  lt ni kb ni yn BankWars Yoruba	negative	
Ik pa abr abr k Ik pa abr abr rrun Ik pa m Ad tt  tn di oj l Sn	negative	
r Naija l  mi o jre m y	negative	
RT  pnj ti tanij l r fn ran Yorb jgbn Karin Judith Barber m il gs ti on wd npa	negative	
j jagun wn ar krd fi d wp ohun t wn f b ti k l ti wp pn t wn gb fi na wn Onw k ta b wn n n krd t dwdr taj w ltr j t wn gb  gb ko wn Onw lj	negative	
Asiko ko drun fun minisita fun eto iuna lorilede Naijiria  lwlw plu iroyin kan to n ja kaakiri bayii pe ayederu ni iwe ri agunbanir ti o n gbe kiri  NYSC Kmi Adeun  r sn gbun aydr w r	negative	
Ltor  k k t wn m y wa t l sko r nl Amrk ni a fi s ran Yorb n Ak ku oku eku aku ikini Yoruba	negative	
RT  jba gbld  b j ba dyb K y k y  wy rr ti rr ni wn ar ib kn  s e di ypr ni  m	negative	
Ow t o ba ti niye abuku ti kn OweYoruba	negative	
wa nyn dd pp br s  bra wa jagun a s  tara wa lr fn b ntor ow Independence53	negative	
r gbd w bal il s p EsinOro Yoruba	negative	
ga o g StellaOduah kld K l f fi k olw iyebye bun e Ta lo  255millionnairabulletproofcars Nigeria	negative	
Gbogbo ili wa w di gbj r bnisr  dn d d ni a p m wn y ow fk lp wa glo mtn Etisalat	negative	
Ni wr ktkt j kan  t ya r l lti ly rn n t oju r  r nl k  s fn ya r wp r k un ti s un wp un k le farada hwsi r m MajeleToNPaOkunrin Yoruba	negative	
Ara nt  y Ara nt  y kkr  wl ab  jde This should cure my body ache   m jb mi n w	negative	
Il t a fit m r ni y w o Bwo ni il t a fi it nu m e f dr snsn B r b   di gbg EsinOro Yoruba	negative	
lb gbm Gbnmi si omi  t kan l lrn Tm d ti Kakanf gbm Ohun t f w y k foj hn Kakanf fi d  t t Knnn k gbd ma d r Ni  b fi j n l Lsinmi t e Balgun r lw lti	negative	
1 wn ar ib y mhun t wn  e o b wn fnun yn n kb k wn t wl Nr ni wn y fi k b wn db tn Abameta	negative	
gr l gba k aykl RBC 212 DE HONDA ACCORD SILVER COLOR 2012 r mi n bIl    Ondo	negative	
Ohun t wn gb s alkr lr nkan l m  r wp a  t  ma ka j k l t  d OsuLe Yoruba	negative	
b n pa lbp n pa elp	negative	
RT  b  w il araa r  n un  ba k nn j d lnu tlk igb la  fi d B w ni  b t k id k	negative	
Kukuru bilisi Emo wo ilu Ado Ekiti Gomina lola  ya igbaju gbigbona lu adajo ni Kotuu Fayose wipe ohun ba adajo da apara ni	negative	
hahaha  di dandan yfi ti yan b f jjkj k lk	negative	
RT  Ohun t w j dn kn fn mi  ju p  t e kan lra ohun lo  k iyn  kre blogger	negative	
Awn na Meji  Ap 6  niti o ba gba a gb ko ni da lbi ugbn niti ko ba gba a gb lbi tl nitori ko gbagb ni oruk m bbi kanoo ti lrun Johannu 3 1618 lrun Jesu EmiMimo Bibeli niife Igbala amojukuro yoruba Ioruba	negative	
Awon Adajo Ekiti ti dase sile o Wan ni ewun be pelu awon jandukun ti  ko dasi igboro Kunmo ati Ada ti kun igboro Ado	negative	
Oro odun lenu ole se odun 2016 ni David Mark mo ono Agatu Lati odun ti wan fi un pa ara won Mark de fila mawobe	negative	
Ar k  my ar oko  Those in Lagos urban no not the value of those in the farm village rural owe yoruba proverb	negative	
g fi gbn rkrek w wn ba ti wa j m k y plp wa b ni ire la p wn ni gb ni tn ni wn Yoruba	negative	
ti dj  k lp  ma n owo mt Kd  bb san 100 ni k wn  j pn in n fft fifit Kr k ap frbd tt kan wn aebolgun ti olgun t k  f sanw k lk	negative	
RT  E kaaaro o Emi ke Bawo la se pin itan elede kan Lemoomu o RT	negative	
RT  Kkr t  jf ara f l w Translation The insect destroying a plant is on the plant Lesson Most e	negative	
iroyin yoruba Odaran ni Matthew yii o  O si tun fee dogbon gbe igbo wole fawon elewon	negative	
Gbogbo yn onw tt k lonnure  Its not everyone with quiet disposition that is kind natured yoruba proverb	negative	
RT    Side apejuwe eniyan bi eni ti ko data tabi alaidaa eniyan	negative	
Agbako Wan ti pa omo Gomina ano DSP Alamieyeseigha ni Dubai o Alamieyeseigha ti je gomina ipinle Bayelsa ri Osi je osafofin Ilu Oba UK	negative	
RT   Bo pe bo ya esan nbo wa ke fun awon ojelu jegudu jera E ni gbebu ika laiye omo won je awon na aje pelu	negative	
m plb r o fi bi k kf b r ti wn nilni agbk MIC l tn for ko  di gbre RIP AssociatedAirlineCrash	negative	
RT   E wo nise ni mo nla gun be eni ti won ribomi Ko si ina Jenareto gan o wulo mo Ilu ti dojuru Oba Ed	negative	
RT  gbin t w j l s il alkn b ti wl ni y pad jde  Any snail that goes to the crabs burrow in search	negative	
Or bb ni fn wn t wn r fin Anwr j olr altak fn r n Kakaf r Lt r Lt k yn s w abur Anwr s wn r r  s r pe Anwr gbn Anwr k et ikn s p n	negative	
RT    OkonjoIweala tan awon omo Naijiria lasan ni lori oro oko owo  Omo ile Asofin	negative	
Ogn t ja ran Yob l salau t ni ogun fk fd fid fi gbtugbtu j k  t di fbn ti gb jagun AareOnaKakanfo	negative	
Abj  n gbay	negative	
RT  Tmi  ro t k  j k m algbd n id  Mine is not an issue is how a blacksmith ends up not making a swo	negative	
gb  s l bj w k a gbgb ln t  l  l a  rnt b gb ti fa orl d Njr sk njhun n IjoOle	negative	
jl k jl k In k  fer boj Ol k  fi jgd rp naija	negative	
Egbe Oselu UPN ti yo apoti ni idi Oludari Dokita Frederick Fasehun Wan ni wipe onijekuje ni Dokita Fasehun Ogbeni Manzo ni Oludari tuntun	negative	
RT    Egberun lona ogoru omo ogun kole bori wahala ile wa COAS gt	negative	
Balgun babanogun  general f ogn ni balgun gb sra  the general took 20 arrows in the body InYoruba	negative	
Iro ni wan pa mo Oko mi o Ore lasan ni Dame Jonathan ati Dotun Iyawo Dotun Olusi kigbe nipa awuyewuye to gba igboro	negative	
b r i p nkan ti w dojr by	negative	
Bnkan  yni lnu ni   y lnu  n  wn b mi mja ni	negative	
n n m p m  t b  j b l B a  b ti  fi wn r wn ti fi ara wn r IjobaWaKala Nigeria Yoruba	negative	
RT  Lana j gun nyn t n run coronavirus n orld Njr j igba ati mkanlelgorin j NCDC lo s	negative	
IWA Ibajee Waa Tiii Dii ASA  Koo Tii E Sii ITIJU Moo  Omo Yoruba OKAY	negative	
lsd Mo ti   bnu rmf fi rr r sn pa wn gbogbo wn t k f k wn d  gbr wn t k f k Njr  tr ng Olkso fi igba ta b wn llej	negative	
Oju lari ore o denu	negative	
Apa keji  Aje kun iya nioje aje kun iya nioje eni ti o t eni no ton de na de ni aje kun iya nioje	negative	
RT   T   b j k s dodo dodo k n j k b lw   If fear of poverty makes us lie	negative	
RT  Wn d obrin s wn pa knrin  e j knrin nkan rn l r   f wd t knrr BokoHaram YobeMassa	negative	
RT  N dd agogo mj sn n n dnun 1897 ni wn m ogun Britain 1200 ya w Il bn t wn s fal ya wn	negative	
K  dkun b wa r s r ina mnmn o fshn l  m b wa  Nigeria	negative	
Mjkdnm MajekFasek n ir funfun bl ni p rn t  gbgn l pa Abmd  n Abacha l pa Fela	negative	
Kni ptk m m n n Naija Pp wn md SaveBagega	negative	
Tkan s i n pa olkt Owe Ikilo Yoruba	negative	
ru ljoojm Ariwo dr  gbogbo gb sb nkan k nu re A k r ipa dada lra wn t   kra j e  ru Njr  m w ga o	negative	
ohun to seni laanu ni wipe awa funra wa ko mo nipa ohun to je tiwa gaan	negative	
fnj ti k yl p m ad Fln ti di mogun lrin   gbr lti jagun kr lb Alfin Awl ItanFulani Darandaran Yoruba	negative	
K rrn fn m ary lti frn ni r  d in ni a f la m a  m ni t f ni Ife Owe Yoruba	negative	
RT   Ha rara o Aya fi awon asu ma tanba	negative	
mge  kan f  mi  lun f gbowo irun India un f ra ao Egypt fn dn Mo w n k l e irun ti ao Yoruba	negative	
ni t k b si l ni ewr r b kan  It is the goat of an absentee owner that gives birth to only one offspring yoruba proverb	negative	
ti br ll y does everything have to do with village people Well wn lm ni wn  e ara wn lt BTW data is unavoidable for people like me	negative	
jba nigeria  t t w wrk fi e d lr dasl ASUU dn m tn l FEC	negative	
l  rnk Bo b gnyn fnwon won  ln Kk  Bo b seb fnwon won as l t lnu fi klwa gbwa lk          yoruba owe ASA2020	negative	
ww gn dl s l j fie Lwn gb n p  j bnkan  r  ara i burk w mnyn ni fie lp gb m k  e p k s fie alfwf o OgunIleAye EgunIdile Yoruba	negative	
ro fn madlw lti e rnj jde kr n IlAdlw  gbn b n ni  nira lti rnrnj lrn il n OhunAgbaye Yoruba IweIrinna IweIwolu Visa	negative	
Hmmm r  ma tan ni pa ntor r	negative	
RT  Obirin so iwa nu oni owun ooori ile oko gbe  w lw m nyn yoruba	negative	
rn gb l APC ti di ni t a n p k e t t w e ttt wn m Nigeria lmd lgb  jy my IjoOle	negative	
ni t jba tn t tn wo k f f f   f di Oldmar ni A person already crowned a king still kept looking upward in dire expectation does he want to become God Contentment is it lack of contentment can be stressful Yoruba proverb	negative	
RT   O da ti ofin ijoba Nigeria ba gba yin laye lati se Itiju nla lo je fun wa lehin adota odun ominira pe	negative	
RT   Gbogbo won loma fii koo ina loru apadiawon eni ibi tin pon omo ree baluwepasito indeed	negative	
WmbilikiWmbia is the word for unredeemable glutton in Yorb Language  Yorb is fn to learn  babayooba yorubalanguage learnyoruba learnyorubawords yoruba yooba	negative	
Ar k  my ar oko   the Lagos folks urban no not the value of the farm dwellers rural   Blogs	negative	
y ni wn yn wa r wp ow gegere w nb ni wn l fi gb  bi i ni wn br s gbgun ti l d kej OgunIleYoruba	negative	
B d m n n l fi il y e ibgb tt t  yani n wr lmrn a s gb odidi g sr Kin hn f j ggr	negative	
j o m p Wrwr ni  ma  bk t fi m  gun y  k se werewere NjeOMo   NjeOMo EdeYoruba Yoruba Lagelufm967	negative	
Egbe Agba boolu ManU ti le akoni mogba David Moyeswon fi Ryan Giggs ropo e gege bi fidiheMoyesGone Idanoripapa	negative	
Owe ni t gbin kta sn eb t p ni b iu gb tnyn b j iyn un n y ma j ka  Yoruba	negative	
Layajoaoni lodun 1987 Donald Trump gba odidi oju ewe New York times kan lati bu orileede Japan	negative	
Yob ni b a b rn ni n r   fi m j  gbni Philips  fi tm j ti r rr  etkunkun s  ba OleBini	negative	
RT  ni t  f w ks k  b aj e er e gle  Dont play rough with a dog if you dont want to end up in tatter	negative	
B wn gbin ranko t a ti gb rj twd s lra b bal tb k f ranko t  ti j pp onj twd b fn sn yk y lapa bbur lr il ay tb k a j ir ran b lnj ara l  b w fb s l p	negative	
RT   Eyi to je ti ilu o roju oruko re na o ni pare o	negative	
Eemo lAgege Aafaa fi eyin adie ati iyo we fun Aanu won lo fee fi soogun owo ni  Alaroye	negative	
Ogblgb aj fn t  e tak jba Nigeria n l Berlin WhereIsOurMoney OwooWaDa	negative	
Mo f di ej  mo f ma gb ow m b k n di b lgd  Oriri l  gb n Nj  Mo gbd o	negative	
RT  T omi b p ju ok l k a ma d kk  Excessive water makes the yam flour meal lumpy Moderation is crucial	negative	
jba wa  e i  wn b i  k d k  t jba mtta lbk kn  IjobaWaKala Nigeria Yoruba	negative	
Ole to ji kakaaki Oba o ku ibi ti yoo ti fun YorubaProverb	negative	
l  b lw r npa b a e  ta ara ni ly aylujra l  s SMWCONTENT	negative	
Ta l  k w b dgn mjm l trin b kan irin kan a t fnn kn	negative	
Fn yin t  n Benin  b Yoruba tan  fi ara burk bal k  gb lbr YoobaEdo	negative	
RT   syn ni adj  gba owyn a s gbjSanj alre fn Tnj lbiEni a gboju okun le o jen	negative	
iroyin yoruba LOsun onorebu wo gau  won lo gbe ise akanse ilu Ila lo sile e lOsogbo	negative	
RT  m l n  fi w s jwe il bb  SpeakYoruba learnyoruba language InYoruba Yoruba	negative	
wn r mta ni y  j kd  ti s wn di pk Wn pa m p lti w n til Wn  w r Aj j bj w lrn p j r aj w Kni gbyn wn t  knj w ow AsiriAje Atelewo YorubaBooks Yoruba	negative	
Imado iba se bi elede abalu je eru iba je oba eeyan o ni ku kan yorubaProverb TweetinYoruba	negative	
tt y p	negative	
8 Parioweyii y  lsan t y san ya r Ibeere Yoruba Owe	negative	
Se chenji no re Awa oni ki ema ja o amo efun wa lepo iya nje eyan	negative	
m tin on yy	negative	
